"gene_symbol","Interneurons_py","Oligodendrocytes_py","Medium.spiny.neurons_py","Endothelial.cells_py","Astrocytes_py","Excitatory.neurons_py","Microglia_py","OPCs_py"
"Por",71.3979457716371,78.5147518464775,99.343406803738,219.59351318415,268.013420132809,78.04466118,47.27027467,129.586941045999
"Ppfibp2",0.667901549251069,186.259790528286,1.43448295676381,21.741006731991,31.8811260141798,2.85260805425132,37.0820691350839,36.0888064549607
"Ppp2cb",74.922087272276,82.92411421751,58.7786296532568,100.505172316846,68.7561849605037,76.23852226,46.3154476311193,78.9420310007112
"Prdx1",21.7101248673696,143.865843130903,18.21455127,78.7707997664904,119.571009560052,20.4349417683539,49.41396089,54.0616732359258
"Prdx6",21.0877098790784,25.8153478294735,20.5104123050678,29.3523473244378,386.896429145416,24.6912849352209,14.0866963716574,36.3057857189327
"Prkar1b",26.6953937242266,11.8576291859479,16.8491425497958,17.0776636148059,7.59807170790057,26.1584515956372,10.4071252608911,11.1116417163239
"Prkar2b",233.547102898635,58.9972776298535,685.961419567178,96.8361192508953,31.1321174940978,241.692308175988,46.4328854604289,134.701023985227
"Prkcb",52.1775908899189,31.1202273485397,145.987432147106,54.2885319377914,15.381696421255,84.692915675152,61.7830075145863,63.856546710642
"Prkcd",0.71913818523605,2.5994986333211,2.9709713293773,203.68427649408,151.621552412432,10.9391382512244,1207.21719666113,4.99033341001343
"Prkcg",555.662929087701,155.223092607323,849.526512263491,188.820062443329,107.222633626004,1043.51295165362,156.289319706475,196.246480306072
"Prkci",29.3917128913843,14.8552954858034,35.3487247267961,29.122054840106,14.8422869487993,27.273026294481,11.9772387607465,19.1785720920829
"Prpf4b",277.989294585514,269.129418811405,261.86323143428,220.845742188818,287.057694259426,260.829975637317,293.898837589207,271.141121079608
"Psma2",160.637807606051,199.421929793044,111.68005729897,237.832367575236,180.637532727354,122.031778763002,222.943178399495,148.561832493651
"Psma6",59.9824549205509,63.3384725487065,53.6008897839956,89.0440203270799,44.5957142237371,43.2292181731082,68.799962038008,35.2277668033359
"Psma8",49.6192379659181,5.42322945334533e-05,8.20051609917959e-05,389.044987850868,5.09278260519893,3.27290747083449,1318.01548326018,0.000307369
"Psmb1",22.4710874005337,28.6235289708516,24.5010784179424,28.32807511,21.6767267527527,19.835919321421,26.1659574270615,25.1337632911677
"Ptk2",186.380624548869,594.740484604134,291.872602410616,253.22955355013,277.992313747973,465.927597671543,50.9242188398836,329.690693125504
"Ptk2b",6.13231298629933,9.99927094257948,88.7093372982565,14.9126842480172,8.2679003742822,43.1214623248188,39.3654540703662,6.70929401880841
"Ptpn11",113.867087185047,341.532583433739,127.639256820357,105.154633205541,62.0284740099016,89.2566145704911,100.04801460915,81.9798101653903
"Ptpra",222.103485213681,405.656816991639,198.39293859545,266.194048472027,310.619751135163,225.100544060724,372.894892605867,340.225901730144
"Ptprd",10.9341601436459,57.17715999,18.1240546273633,7.77784222965832,4.72494830801496,57.1434837103144,2.78205645686234,8.41948208
"Ptprm",235.509398580923,25.5369888095768,46.5617429487613,96.4674870746394,57.1662423872611,26.8533576633646,75.3995443772387,55.2249008761346
"Pura",81.3203402618169,86.6344395265662,85.4565117294681,85.8037333147734,81.1724692665982,90.7586074172336,82.7115897832961,103.634116041152
"Pxn",55.9327763399512,117.389492624848,103.396883995333,163.785110607839,115.088401399307,96.4684357444081,513.134645968827,132.499995522391
"Pygb",106.560500600101,41.8630274652293,36.8709714968223,154.993139117443,659.897207342399,82.0158305291543,79.5454884077219,61.1157715625456
"Pygl",56.0820444980711,8.6202117369433,67.8101213098921,56.0263169894787,515.49782870793,47.2231592777396,306.909975602259,167.06113298592
"Pygm",242.204026166781,141.16101736291,157.055435339026,1591.90804198379,1759.9053271208,75.7241831744699,0.0002168705,44.2302570620835
"Rab10",34.8009324117104,80.7474841401517,36.03479494385,38.9514981967805,60.7385023118108,31.3549450188754,54.2004486610952,69.1565960980138
"Rab8b",26.8962939291737,39.5628049194061,20.6301144337756,39.6942725987519,23.9541849527244,30.3397956063281,255.37971675486,83.4858707167084
"Rac1",35.8292270809644,88.8225476743613,39.8712073185082,84.8087169110406,52.9167761278708,38.6283479149729,132.393936032745,61.4182781753496
"Ran",118.347082668227,127.597780578256,75.41832443,92.9541567846276,89.5436634908071,97.4748375422522,93.61995855,133.962169041386
"Rapgef4",107.522856413775,6.69981810928149,84.181762497185,56.7943234609358,8.86962210008716,133.710030983827,7.01287114738347,23.6078050908788
"Rbmx",30.1451075562321,28.8837254391635,32.1312028016173,30.1497666244515,42.7894940454216,20.6136895553871,26.0829299876847,59.8598831726769
"Rdx",91.0310426892806,252.658955834556,50.1660679966358,173.041018291129,107.519750256675,56.8316073926085,79.4551779929689,180.823337683839
"Rgs20",5.12348455805778,4.85544195430418,62.17469978713,8.30318520413875,153.127707380801,9.88601093795297,7.73835138634606,27.2741367873305
"Rhob",7.21526951962924,51.5064340808731,12.1929978766226,32.9063765037624,21.3152829103888,9.46173085970919,87.1245436140964,13.7606335552358
"Rida",19.4900563103265,52.1780816006486,18.4923020627048,22.4217248025951,186.610787350688,16.7489107887432,47.4545687964496,16.0696744524554
"Rin1",10.4650493461531,11.3636756019353,225.665327898758,15.5589682222062,17.3232475450283,122.973683484454,13.9198293150677,8.89898213132979
"Rpl10a",39.7722283429795,30.7637312555087,34.0375504077287,69.0351923222465,45.3096367956934,32.9138760348766,105.554179109965,51.1505192852276
"Rpl3",68.4907079633634,72.3466802885494,54.706082774582,92.4890485614165,65.4753813177212,53.8876461456748,119.730723000777,60.1429136104703
"Rpn1",129.627614184279,111.488867187044,86.6382142959037,125.562145757005,116.96001394135,107.043609204449,92.373376395526,168.003334567136
"Rps24",42.8989047427549,61.6341595795246,26.1955831318305,81.9537464990144,62.5905251054188,32.8833060228556,93.7507754999967,43.2475959602004
"Rsrp1",21.6546052668806,27.5602994635675,14.4643270709949,13.8543036735888,23.6484425639887,20.1359604606401,36.2309139056287,13.2198709967089
"Sash1",10.7912440273797,146.675031813951,12.6922356610553,175.157185119738,446.871883207666,8.33407826099994,20.3123228483514,274.225973899972
